osm_id,tipe_osm,kategori,nama,brand,lat,lon,alamat_jalan,nomor_bangunan,kelurahan,kecamatan,kode_pos,ada_nama,ada_telepon,ada_website,ada_email,ada_instagram,ada_jam_buka,ada_menu,ada_wifi,ada_parkir,ada_ac,ada_toilet,halal,vegetarian,takeaway,delivery,drive_through,outdoor_seating,reservasi,bayar_kartu_kredit,bayar_qris,bayar_tunai,buka_24jam,buka_hari_libur,jam_buka_lengkap,jam_buka_raw,masakan,kapasitas,harga_range,wheelchair,fsq_id,fsq_nama,fsq_rating,fsq_total_checkin,fsq_total_tips,fsq_total_photos,fsq_price,fsq_verified,fsq_buka_sekarang,fsq_kategori,fsq_alamat,fsq_kecamatan,fsq_cocok,skor_kelengkapan,label_kelengkapan,ada_media_sosial,ada_digital_payment,ada_layanan_modern,label_rating_fsq,ada_rating,rating_normalized,skor_popularitas
3976019421,node,restaurant,,,-7.2705538,112.7605583,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,0,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,0
3976019422,node,restaurant,,,-7.2705201,112.7595293,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,0,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,0
4114686989,node,restaurant,Fat Choi Noodle,,-7.2772972,112.7491781,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,noodle,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4187484631,node,restaurant,3M Makassar,,-7.3030962,112.781233,Jl Dr Ir Soekarno Merr Semolowaru,3M MakassaRuko Central Business Park No 8 r,,,60119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4187488347,node,restaurant,Six and Eat,,-7.259623,112.7555903,Jl. Prambanan,No.6,,,60131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4187553284,node,restaurant,A Cafe,,-7.2633233,112.740487,Jl. Basuki Rahmat,No.8-13,,,60261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188596247,node,restaurant,Al hamra restaurant,,-7.2592403,112.7461506,Jl. Jaksa Agung Suprapto,No.11,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188627398,node,restaurant,Gudeg Bu Toegijo,,-7.2792009,112.7576856,"Jalan Gubeng Kertajaya, Gang VIA",Nomor 46,,,60281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188627920,node,restaurant,"KACANG IJO PUCANG ANOM ""PASAR PUCANG""",,-7.2854392,112.7528843,Jalan Pucang Anom V,,,,60283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188634711,node,restaurant,AIE DOHO,,-7.2818601,112.7439225,Jl. Doho,No.9,,,60265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188652874,node,restaurant,Aiola Eatery,,-7.258735,112.7502426,Jalan Slamet,No.16,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188712496,node,restaurant,Hanamasa,,-7.2659117,112.7513729,Jalan Gubeng Pojok,Nomor 31,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,japanese,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188717314,node,restaurant,"Hapsari (Tahu Bakso Semarang, Siomay)",,-7.2622627,112.7404451,"Jalan Tunjungan, Tunjungan Plaza Ground Floor",,,,60261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188783624,node,restaurant,Rawon Calculator,,-7.2916281,112.7401696,JL. Raya Progo,,,,60241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188788108,node,restaurant,Rawon Setan,,-7.2592042,112.7351462,Jalan Embong Malang,78/II,,,60275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188793761,node,restaurant,Hok Siong,,-7.2580236,112.7323546,Jalan Tidar,,,,60251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,chinese,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188912789,node,restaurant,"RM ""PADIN"" Aneka Penyetan (Bu. Dewi Achmad)",,-7.2557805,112.7324482,Jl. Kranggan,No.26 C,,,60174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4188930090,node,restaurant,Kepiting Cak Gundul 1992,,-7.2782792,112.7078732,Jalan Raya Kupang Indah,No. 45 C-D,,,67156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189116356,node,restaurant,Ayam Bakar Primarasa,,-7.3301122,112.7303911,Jalan Ahmad Yani,No. 166,,,60235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189119761,node,restaurant,Ayam Bakar Wong Solo,,-7.2599043,112.7438561,Jl. Walikota Mustajab,N0.19,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189121072,node,restaurant,Ayam Goreng Asli Pemuda,,-7.2578742,112.7310267,Jl. Tidar,No.9-11,,,60251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189124624,node,restaurant,Ayam Goreng President,,-7.2580177,112.7324236,Jl. Tidar,No.22,,,60251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189128800,node,restaurant,Ayam Tulang Lunak Malioboro,,-7.2795144,112.7376245,"Jl. Raden Ajeng Kartini,",No. 47,,,60261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189167894,node,restaurant,Rujak Cingur Ahmad Jais,,-7.2554948,112.740236,Jalan Achmad Jais,No.40,,,60274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189188989,node,restaurant,Rujak Cingur Genteng Durasim,,-7.2579908,112.7403535,Jl. Genteng Durasim,No.29,,,60275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189198093,node,restaurant,Bakso Kepala Sapi,,-7.2559081,112.7322429,Jl. Kranggan,,,,60252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,regional,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189200664,node,restaurant,Bakmi Plengkung Gading,,-7.2668316,112.7278827,Jl. Raya Arjuno,No.140,,,60252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189210933,node,restaurant,Bakso Kotak Cak Rie,,-7.3188814,112.7384304,Jl. Wonocolo Pabrik Kulit No.69,,,,60237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189216552,node,restaurant,Bakso Pak Sabar,,-7.272636,112.7528146,Jl. Gubeng Jaya Langgar,No.11,,,60281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189218308,node,restaurant,Bakso Solo,,-7.2736436,112.752319,Jl. Gubeng Jaya,,,,60286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189238974,node,restaurant,Kober Mie Setan,,-7.2599453,112.7513861,Jl. Kaca Piring,14,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189254324,node,restaurant,Bangi Kopitiam,,-7.2601542,112.7452536,Jl. Walikota Mustajab No.41,,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189254390,node,restaurant,Banana Bil-Bil Food,,-7.2738994,112.6520007,Jl. Raya Bungkal,,,,60217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189256461,node,restaurant,Bandar Djakarta,,-7.282705,112.6875828,Jalan HR. Mohamad,No.360,,,60226,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Mo-Su 11:00-23:00,seafood,,,0,,,,,,,,,,,,,,3,minim,1,0,0,tidak_ada_rating,0,0.0,6
4189265543,node,restaurant,Bangi Kopitiam,,-7.2605422,112.7413609,Jalan Simpang Dukuh,,,,60261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4189292998,node,restaurant,Rumah Makan Sriwedari,,-7.3212425,112.7470407,Jl. Raya Kendangsari,No.99,,,60292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191000242,node,restaurant,Bebek Goreng Cak Yudi,,-7.2215902,112.7310234,Jl. Tanjung Torowitan,,,,60177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191000628,node,restaurant,Bebek Goreng H. Slamet,,-7.2892341,112.7531493,Jalan Ngagel Jaya Utara,No.6,,,60283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191003641,node,restaurant,Bebek Goreng Harissa,,-7.2601562,112.744596,Jl. Walikota Mustajab,No.47,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191006962,node,restaurant,Nasi Bebek Kanwa,,-7.2846673,112.7305035,Jl. Kanwa No.24,,,,60241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191009462,node,restaurant,Bebek Pak Joss Cab. Dharmahusada,,-7.266949,112.7693229,Jl. Dharmahusada,No.134,,,60285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191009465,node,restaurant,Restoran Bebek Tepi Sawah Surabaya,,-7.2931307,112.7410561,Jl. Darmokali,No. 50,,,60241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191012268,node,restaurant,Bebek Sinjay,,-7.2477882,112.7587431,Jalan Kapas Krampung,No. 45,,,60142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191012881,node,restaurant,Bebek Tugu Pahlawan,,-7.2473742,112.7378476,Jalan Tembaan,No.19A,,,60174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191015603,node,restaurant,Bebek Kayu Tangan,,-7.298135,112.75236,Jalan Bratang Gede No.68,,,,60245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191041189,node,restaurant,Sambel Bu Rudy,,-7.267145,112.7698673,Jl. Dharmahusada,No.140,,,60285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191059952,node,restaurant,Sate Ayam Madura Krembangan,,-7.2406764,112.7338244,Jl. Sanggar,,,,60175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191065950,node,restaurant,Sate Ayam Mulyosari,,-7.2687922,112.7966507,Jl. Raya Mulyosari,No.141,,,60112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191069983,node,restaurant,Bima Restaurant,,-7.2562508,112.738598,Jl. Genteng Kali,No. 97-99,,,60275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191101739,node,restaurant,Sate Kambing & Gulai Keputih,,-7.2881922,112.7980034,Jl. Keputih,No. 2C,,,60111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191105597,node,restaurant,Sate Klopo Ondomohen,,-7.2599859,112.7442619,Jl. Walikota Mustajab,No. 36,,,60272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191117195,node,restaurant,Layar Perum Bukit Mas,,-7.2936484,112.7066604,"Perum Bukit Mas, Jalan Abdul Wahab Siamin",88,,,60224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191138289,node,restaurant,Seafood Kapasan (Simo Lawang Baru Pojok),,-7.2403972,112.7520042,Jl. Kapasan,No. 22,,,60141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191146385,node,restaurant,Sego Njamoer,,-7.2820499,112.7892322,Jl. Gebang Wetan,No.2B,,,60117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191147158,node,restaurant,Libreria Eatery,,-7.2928621,112.755556,"Gubeng, Jl. Raya Ngagel Jaya",89,,,60246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191151284,node,restaurant,Brother Union Eatery,,-7.2800787,112.7438658,"Holland Bakery Lt. II, Jl. Polisi Istimewa",No. 1,,,60261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191152908,node,restaurant,Sego Sambel Mak Yeye,,-7.3012724,112.7382068,Jl. Jagir Wonokromo Wetan,,,,60244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191152964,node,restaurant,Bu Rudy,,-7.2583867,112.7288824,Jalan Anjasmoro,No. 45,,,60251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191180353,node,restaurant,Cailano,,-7.2828265,112.7763242,Jl. Klampis Jaya,,,,60115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191187971,node,restaurant,Mahameru Restaurant,,-7.2807432,112.7319113,Jalan Raya Diponegoro,152,,,60264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191190470,node,restaurant,CALORIA RESTO,,-7.27596,112.773061,Jalan Raya Dharma Husada Indah,No. 87,,,60115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191190958,node,restaurant,MAKAM FAMILI SAMBONGAN,,-7.2794981,112.7470282,Jalan Ngagel,,,,60246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191195170,node,restaurant,Makan Rumahan,,-7.2975725,112.7678291,Jl. Manyar Jaya V,1A,,,60116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191224565,node,restaurant,Carpentier Kitchen,,-7.2845311,112.7363643,Jl. Untung Suropati,No.83,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191227166,node,restaurant,Sentra Kuliner Taman Flora,,-7.2944115,112.7612098,Jalan Ngagel Jaya Selatan,,,,60284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191451056,node,restaurant,Crab 'N Chef,,-7.2767171,112.8042307,"Lenmarc Mall Ground Floor A2, Jl. Bukit Darmo Boulevard",,,,60112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
4191482695,node,restaurant,Society Complex,,-7.2696093,112.749277,Jl. Sumatra,No.40,,,60281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,1,tidak_ada_info,0,0,0,tidak_ada_rating,0,0.0,2
