osm_id,osm_type,name_osm,amenity,cuisine,opening_hours,phone,website,delivery,takeaway,lat,lon,has_opening_hours,has_phone,has_website,has_delivery,has_takeaway,data_completeness_score
4189128800,node,Ayam Tulang Lunak Malioboro,restaurant,,,,,,,-7.2795144,112.7376245,0,0,0,0,0,0
4189165836,node,KFC Adityawarman,fast_food,chicken,,,,,,-7.2946518,112.7317307,0,0,0,0,0,0
4189167894,node,Rujak Cingur Ahmad Jais,restaurant,,,,,,,-7.2554948,112.740236,0,0,0,0,0,0
4189188989,node,Rujak Cingur Genteng Durasim,restaurant,,,,,,,-7.2579908,112.7403535,0,0,0,0,0,0
4189198093,node,Bakso Kepala Sapi,restaurant,regional,,,,,,-7.2559081,112.7322429,0,0,0,0,0,0
4189200664,node,Bakmi Plengkung Gading,restaurant,,,,,,,-7.2668316,112.7278827,0,0,0,0,0,0
4189210933,node,Bakso Kotak Cak Rie,restaurant,,,,,,,-7.3188814,112.7384304,0,0,0,0,0,0
4189216552,node,Bakso Pak Sabar,restaurant,,,,,,,-7.272636,112.7528146,0,0,0,0,0,0
4189218308,node,Bakso Solo,restaurant,,,,,,,-7.2736436,112.752319,0,0,0,0,0,0
4189238974,node,Kober Mie Setan,restaurant,,,,,,,-7.2599453,112.7513861,0,0,0,0,0,0
4189254324,node,Bangi Kopitiam,restaurant,,,,,,,-7.2601542,112.7452536,0,0,0,0,0,0
4189254390,node,Banana Bil-Bil Food,restaurant,,,,,,,-7.2738994,112.6520007,0,0,0,0,0,0
4189256461,node,Bandar Djakarta,restaurant,seafood,Mo-Su 11:00-23:00,,https://bandar-djakarta.com/,,,-7.282705,112.6875828,1,0,1,0,0,2
4189265543,node,Bangi Kopitiam,restaurant,,,,,,,-7.2605422,112.7413609,0,0,0,0,0,0
4189279554,node,Konig,cafe,,,,,,,-7.2818933,112.7762419,0,0,0,0,0,0
4189292998,node,Rumah Makan Sriwedari,restaurant,,,,,,,-7.3212425,112.7470407,0,0,0,0,0,0
4190997489,node,Kudos Cafe,cafe,,Mo-Th 08:00-22:00; Fr-Su 08:00-23:00,+623199016791,https://www.instagram.com/kudos_cafe/,,,-7.294822,112.6751715,1,1,1,0,0,3
4191000242,node,Bebek Goreng Cak Yudi,restaurant,,,,,,,-7.2215902,112.7310234,0,0,0,0,0,0
4191000628,node,Bebek Goreng H. Slamet,restaurant,,,,,,,-7.2892341,112.7531493,0,0,0,0,0,0
4191003641,node,Bebek Goreng Harissa,restaurant,,,,,,,-7.2601562,112.744596,0,0,0,0,0,0
4191006962,node,Nasi Bebek Kanwa,restaurant,,,,,,,-7.2846673,112.7305035,0,0,0,0,0,0
4191009462,node,Bebek Pak Joss Cab. Dharmahusada,restaurant,,,,,,,-7.266949,112.7693229,0,0,0,0,0,0
4191009465,node,Restoran Bebek Tepi Sawah Surabaya,restaurant,,,,,,,-7.2931307,112.7410561,0,0,0,0,0,0
4191012268,node,Bebek Sinjay,restaurant,,,,,,,-7.2477882,112.7587431,0,0,0,0,0,0
4191012881,node,Bebek Tugu Pahlawan,restaurant,,,,,,,-7.2473742,112.7378476,0,0,0,0,0,0
4191015603,node,Bebek Kayu Tangan,restaurant,,,,,,,-7.298135,112.75236,0,0,0,0,0,0
4191041189,node,Sambel Bu Rudy,restaurant,,,,,,,-7.267145,112.7698673,0,0,0,0,0,0
4191048384,node,Sapi Milk,cafe,,,,,,,-7.2948767,112.7625001,0,0,0,0,0,0
4191059952,node,Sate Ayam Madura Krembangan,restaurant,,,,,,,-7.2406764,112.7338244,0,0,0,0,0,0
4191065950,node,Sate Ayam Mulyosari,restaurant,,,,,,,-7.2687922,112.7966507,0,0,0,0,0,0
4191069983,node,Bima Restaurant,restaurant,,,,,,,-7.2562508,112.738598,0,0,0,0,0,0
4191074244,node,Layali Shisha Cafe and Lounge,cafe,,,,,,,-7.2692876,112.7506084,0,0,0,0,0,0
4191092612,node,Blackbarn Coffee,cafe,,,,,,,-7.2848049,112.736194,0,0,0,0,0,0
4191101739,node,Sate Kambing & Gulai Keputih,restaurant,,,,,,,-7.2881922,112.7980034,0,0,0,0,0,0
4191105597,node,Sate Klopo Ondomohen,restaurant,,,,,,,-7.2599859,112.7442619,0,0,0,0,0,0
4191117195,node,Layar Perum Bukit Mas,restaurant,,,,,,,-7.2936484,112.7066604,0,0,0,0,0,0
4191121303,node,Le Cafe Gourmand,cafe,sandwich;breakfast;ice_cream;cake;coffee_shop,Mo-Su 08:00-22:00,5355511,,,,-7.2661781,112.7399656,1,1,0,0,0,2
4191138289,node,Seafood Kapasan (Simo Lawang Baru Pojok),restaurant,,,,,,,-7.2403972,112.7520042,0,0,0,0,0,0
4191144649,node,Libby cafe,cafe,,,,,,,-7.2696212,112.6967882,0,0,0,0,0,0
4191146385,node,Sego Njamoer,restaurant,,,,,,,-7.2820499,112.7892322,0,0,0,0,0,0
4191147158,node,Libreria Eatery,restaurant,,,,,,,-7.2928621,112.755556,0,0,0,0,0,0
4191151284,node,Brother Union Eatery,restaurant,,,,,,,-7.2800787,112.7438658,0,0,0,0,0,0
4191152908,node,Sego Sambel Mak Yeye,restaurant,,,,,,,-7.3012724,112.7382068,0,0,0,0,0,0
4191152964,node,Bu Rudy,restaurant,,,,,,,-7.2583867,112.7288824,0,0,0,0,0,0
4191179831,node,Cafe Glass,cafe,,,,,,,-7.3037377,112.7618885,0,0,0,0,0,0
4191180353,node,Cailano,restaurant,,,,,,,-7.2828265,112.7763242,0,0,0,0,0,0
4191187971,node,Mahameru Restaurant,restaurant,,,,,,,-7.2807432,112.7319113,0,0,0,0,0,0
4191188521,node,Calibre,cafe,savory_pancakes;tea;cake;pasta;pancake;sandwich;breakfast;international;coffee_shop,Su-Th 10:00-22:00; Fr-Sa 10:00-23:30,+62 31 5454801,,,yes,-7.2611565,112.7488027,1,1,0,0,1,3
4191190470,node,CALORIA RESTO,restaurant,,,,,,,-7.27596,112.773061,0,0,0,0,0,0
4191190958,node,MAKAM FAMILI SAMBONGAN,restaurant,,,,,,,-7.2794981,112.7470282,0,0,0,0,0,0
4191195170,node,Makan Rumahan,restaurant,,,,,,,-7.2975725,112.7678291,0,0,0,0,0,0
4191209387,node,Carl's Jr.,fast_food,burger,07:00-23:00,,,no,yes,-7.2801553,112.7745969,1,0,0,0,1,2
4191224565,node,Carpentier Kitchen,restaurant,,,,,,,-7.2845311,112.7363643,0,0,0,0,0,0
4191227166,node,Sentra Kuliner Taman Flora,restaurant,,,,,,,-7.2944115,112.7612098,0,0,0,0,0,0
4191236894,node,Caturra Espresso,cafe,,,,,,,-7.2583456,112.7294178,0,0,0,0,0,0
4191388843,node,Coffeezone,cafe,,,,,,,-7.2837039,112.7414089,0,0,0,0,0,0
4191391086,node,Coffee Toffee,cafe,,,,,,,-7.2868818,112.7757162,0,0,0,0,0,0
4191427580,node,Communal,cafe,,,,,,,-7.2821635,112.7762654,0,0,0,0,0,0
4191451056,node,Crab 'N Chef,restaurant,,,,,,,-7.2767171,112.8042307,0,0,0,0,0,0
4191459251,node,McDonald's Mayjen Sungkono,fast_food,burger,,,https://mcdonalds.co.id/,no,yes,-7.2887219,112.7065387,0,0,1,0,1,2
4191482695,node,Society Complex,restaurant,,,,,,,-7.2696093,112.749277,0,0,0,0,0,0
4191493754,node,Soto Ambengan Pak Sadi Asli,restaurant,,,,,,,-7.2557241,112.7449926,0,0,0,0,0,0
4191859974,node,Donburi Be Happy,restaurant,,,,,,,-7.2506586,112.6613932,0,0,0,0,0,0
4191878233,node,De Mandailing,restaurant,,,,,,,-7.2879591,112.7757647,0,0,0,0,0,0
4192735790,node,Soto Ayam Lamongan Cak Har,restaurant,,,,,,,-7.295653,112.7812929,0,0,0,0,0,0
4192736949,node,Moi Garden,restaurant,chinese,,,,,,-7.2784716,112.7654968,0,0,0,0,0,0
4192738510,node,Soto Daging Marmoyo,restaurant,,,,,,,-7.2966198,112.7399017,0,0,0,0,0,0
4192739036,node,Monopole Coffee Lab,cafe,,,,,,,-7.2828406,112.694808,0,0,0,0,0,0
4192739828,node,Soto Madura Tapak Siring,restaurant,,,,,,,-7.265689,112.7637491,0,0,0,0,0,0
4192741560,node,Soto Madura Wawan,restaurant,,,,,,,-7.2920505,112.7247081,0,0,0,0,0,0
4192743820,node,Depot AT 29,restaurant,,,,,,,-7.3204001,112.7652008,0,0,0,0,0,0
4192745002,node,Depot Bali,restaurant,,,,,,,-7.2524231,112.7419006,0,0,0,0,0,0
4192745003,node,Muttonbird Bistro & Rooftop,restaurant,,,,,,,-7.3173549,112.7804057,0,0,0,0,0,0
4192745870,node,Warung Sejedewe,restaurant,,,,,,,-7.3196798,112.7627696,0,0,0,0,0,0
4192746588,node,Depot Grace,restaurant,,,,,,,-7.2513997,112.7721936,0,0,0,0,0,0
4192747315,node,Depot Nasi Campur Pojok Tambak Bayan,restaurant,,,,,,,-7.2477332,112.7415854,0,0,0,0,0,0
4192747634,node,Depot Madiun Bu Rudy,restaurant,,,,,,,-7.2706329,112.7213956,0,0,0,0,0,0
4192747739,node,Depot Mak Ay,restaurant,,,,,,,-7.2757502,112.7055749,0,0,0,0,0,0
4192748080,node,Depot Mangga,restaurant,,,,,,,-7.3142323,112.7630604,0,0,0,0,0,0
4192748081,node,Special Nasi Udang Khas Bu Rudi,restaurant,,,,,,,-7.2804351,112.7075469,0,0,0,0,0,0
4192749740,node,Depot Soto Madura Gubeng Pojok Asli,restaurant,,,,,,,-7.2602926,112.7514075,0,0,0,0,0,0
4192761149,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.32027,112.7325051,0,0,0,0,1,1
4192765244,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2744901,112.7820139,0,0,0,0,1,1
4192766545,node,Starbucks,cafe,coffee_shop,,,,,yes,-7.2926634,112.7188218,0,0,0,0,1,1
4192769085,node,Stilrod Cycle Shop,cafe,,,,,,,-7.293055,112.7394879,0,0,0,0,0,0
4192787118,node,STMJ Bu Nunuk Pojok Ngagel,cafe,,,,,,,-7.2944924,112.7461441,0,0,0,0,0,0
4192833806,node,Domicile Kitchen & Lounge,restaurant,,,,,,,-7.2689604,112.7502448,0,0,0,0,0,0
4192852886,node,Dunkin',fast_food,donut;coffee_shop,,,,,yes,-7.2655282,112.7526625,0,0,0,0,1,1
4192912669,node,Surabaya CAFÈ,cafe,,,,,,,-7.2654319,112.7527206,0,0,0,0,0,0
4192933372,node,Grand Ocean,restaurant,,,,,,,-7.2838694,112.6902128,0,0,0,0,0,0
4192944475,node,Edi Fried Chicken,restaurant,,,,,,,-7.257012,112.7596817,0,0,0,0,0,0
4193020155,node,Tahu Telor Pak Jayen,restaurant,,,,,,,-7.2720902,112.7737765,0,0,0,0,0,0
4193036805,node,Kartikasari Pujasera,restaurant,,,,,,,-7.278928,112.7653993,0,0,0,0,0,0
4193038492,node,Es Teller Tanjung Anom,restaurant,,,,,,,-7.2573179,112.7366852,0,0,0,0,0,0
4193058429,node,Excelso,cafe,,,,,,,-7.2763121,112.7818725,0,0,0,0,0,0
4193096146,node,Feliz Guest House & Cafe,cafe,,,,,,,-7.3219722,112.7463631,0,0,0,0,0,0
4193163828,node,Fusia,restaurant,sundanese,,,,,,-7.2849646,112.7315602,0,0,0,0,0,0
4193187205,node,Teras Rumah Cafe,cafe,,,,,,,-7.2737522,112.7954887,0,0,0,0,0,0
4193201893,node,Pop Smile Chicken,restaurant,,,,,,,-7.3396913,112.7355897,0,0,0,0,0,0
4193209039,node,The Coffee Bean & Tea Leaf,cafe,coffee_shop,,,,,yes,-7.2930433,112.719656,0,0,0,0,1,1
4193344771,node,PONDOK ALEXIS,restaurant,,,,,,,-7.3423056,112.7367056,0,0,0,0,0,0
4193358660,node,Too Too Moo Patisserie,cafe,,,,,,,-7.2840504,112.7360311,0,0,0,0,0,0
4212997992,node,Kopi Ganes,cafe,american,,,,,,-7.2876459,112.8040771,0,0,0,0,0,0
4258079710,node,Warung Lesehan PANDAN SARI,restaurant,,,,,,,-7.2514659,112.6522618,0,0,0,0,0,0
4260123796,node,"Zangrandi, Ice Cream",cafe,,,,,,,-7.2635031,112.7460796,0,0,0,0,0,0
4260125476,node,The Avenue Lounge Bar,cafe,,,,,,,-7.2914353,112.7155623,0,0,0,0,0,0
4260137173,node,Kedai Kopi (Keiko),cafe,,,,,,,-7.2858843,112.7759749,0,0,0,0,0,0
4260141068,node,De mandailing Cafe n Eatery Jemur Sari,cafe,,,,,,,-7.322603,112.7423292,0,0,0,0,0,0
4260143149,node,Otoclassic Cafe,cafe,,,,,,,-7.2940318,112.7572188,0,0,0,0,0,0
4260144465,node,GR Café (Gue Rasa ini Café),cafe,,,,,,,-7.2923125,112.7495072,0,0,0,0,0,0
4260149093,node,One Dollar Cafe,cafe,,,,,,,-7.2907982,112.7465567,0,0,0,0,0,0
4267713041,node,Kafe Panorama,cafe,,,,,,,-7.2824084,112.7622228,0,0,0,0,0,0
4267809700,node,Shae Cafe and Eatery,cafe,,,,,,,-7.2773927,112.746638,0,0,0,0,0,0
4270975190,node,Noach Cafe & Bistro,cafe,sandwich;tea;cake;coffee_shop;asian;american;pasta;pizza,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:00,,,,,-7.2664268,112.7398709,1,0,0,0,0,1
4270993990,node,Boncafe Steak & Ice Cream,restaurant,steak_house;fish;burger;breakfast;ice_cream;coffee_shop,Mo-Su 09:00-22:00,5343018,,,,-7.2660414,112.7398197,1,1,0,0,0,2
4271023390,node,Lentora,restaurant,indonesian;local,Mo-Su 10:00-22:00,+62 31 99015342,,,,-7.2675532,112.740213,1,1,0,0,0,2
4296327398,node,KPK Latar Ombo,cafe,,,,,,,-7.3086561,112.7206005,0,0,0,0,0,0
4338192779,node,Le galleria,restaurant,indonesian;international;pizza,Mo-Su 10:00-22:00,+62317430599,,,,-7.2939213,112.6495469,1,1,0,0,0,2
4340621355,node,Dream of kahyangan,restaurant,indonesian,Mo-Su 11:00-22:00,+62317411999,https://dokar-group.com/,no,no,-7.2925862,112.6546029,1,1,1,0,0,3
4342496192,node,Warkop Damai,cafe,,,,,,,-7.3122818,112.7973987,0,0,0,0,0,0
4353734393,node,After you,cafe,,Mo-Su 11:00-23:55,+6281331986660,,,,-7.2914818,112.6478516,1,1,0,0,0,2
4361191851,node,Tune,restaurant,italian,Mo-Su 11:30-22:30,+62 31 732 6741,http://tunerestaurant.com,,,-7.2832518,112.6862294,1,1,1,0,0,3
4361191857,node,Excelso,cafe,indonesian;fish_and_chips;sandwich;pizza,Mo-Su 10:00-22:00,,https://excelso-coffee.com/,,,-7.2931421,112.6541706,1,0,1,0,0,2
4372135227,node,DS Bistro,restaurant,salad;burger;pizza;crab,Mo-Su 10:00-23:00,+62811311884,https://www.instagram.com/dsbistrosby/,yes,yes,-7.2862215,112.6562872,1,1,1,1,1,5
4372135229,node,What's cook n',restaurant,chinese,,,,,,-7.2916719,112.654897,0,0,0,0,0,0
4372135231,node,Corea,restaurant,corean,Tu-Su 11:00-22:00,+6281217210026,https://m.facebook.com/coreabbqandsuki/,,,-7.2938572,112.6541793,1,1,1,0,0,3
4384067060,node,Pisa,cafe,,Mo-Su 11:00-21:00,+62317320220,http://www.kafepisa.com,,,-7.2816688,112.6838289,1,1,1,0,0,3
4384067911,node,Tutto Bono,restaurant,italian;pasta,Mo-Su 11:00-23:00,+62 31 51163366,https://www.tuttobono.id/,no,no,-7.2850685,112.6815365,1,1,1,0,0,3
4405219506,node,Starbucks,cafe,coffee_shop,Mo-Su 07:30-23:00,+623199001346,https://www.starbucks.co.id/store/116616/ID/Graha-Family-Hospital/Jl-Boulevard-Famili-Selatan-Kav-1-Surabaya-JI,,yes,-7.2990766,112.6760103,1,1,1,0,1,4
4426073007,node,Soto Podjok,restaurant,indonesian,Mo-Su 07:00-21:00,+62317425365,,no,yes,-7.2940933,112.6502735,1,1,0,0,1,3
4451238441,node,Layar Seafood,restaurant,seafood,,,,,,-7.2804564,112.7675545,0,0,0,0,0,0
4476181294,node,The golden saffron,restaurant,indian,Mo-Su 10:00-22:00,+628989497291,https://www.facebook.com/The-golden-saffron-234934453318598/,yes,yes,-7.2948191,112.6546406,1,1,1,1,1,5
4476441297,node,Meat shop,restaurant,steak_house;burger,Mo-Su 09:00-22:00,+62317343736,,,,-7.2826321,112.6888213,1,1,0,0,0,2
4476559098,node,McDonald's - Graha Famili,fast_food,burger,24/7,,https://mcdonalds.co.id/,yes,yes,-7.2882105,112.6787949,1,0,1,1,1,4
4478356333,node,MIXTIX,cafe,,"We-Su 15:00-00:00, Mo 15:00-00:00",+6282178787890,,,,-7.2984682,112.649344,1,1,0,0,0,2
4481030281,node,Myoung Ga,restaurant,korean,Mo-Su 11:00-22:00,+62 31 7340650,https://m.facebook.com/pages/Myoung-Ga/146827905364562,,,-7.2835502,112.6859591,1,1,1,0,0,3
4507463564,node,Spago,cafe,,Mo-Su 10:30-22:30,,,,,-7.290712,112.6546441,1,0,0,0,0,1
4516863477,node,KFC,fast_food,chicken,,,,,yes,-7.27931,112.7297059,0,0,0,0,1,1
4516864624,node,Excelso,cafe,,,,,,,-7.2693945,112.743946,0,0,0,0,0,0
4522446490,node,Warung Penyetan Bu Kris,restaurant,indonesian;regional;breakfast;diner;chicken,Mo-Su 10:00-22:00,0315611010,,,,-7.2941559,112.707188,1,1,0,0,0,2
4548836566,node,Surabaya pagi,cafe,,,,,,,-7.2378814,112.7361972,0,0,0,0,0,0
4548836570,node,Indagiri,restaurant,,,,,,,-7.2885177,112.7313382,0,0,0,0,0,0
4548837067,node,Finjan,restaurant,arab,,,,,,-7.2296843,112.7405928,0,0,0,0,0,0
4548837094,node,Moi village,restaurant,,,,,,,-7.2937637,112.675095,0,0,0,0,0,0
4576889281,node,May Star,restaurant,chinese;dim sum,Mo-Sa 10:00-22:00; Su 08:00-22:00,+6281322588588,http://maystarsurabaya.com,,,-7.2956657,112.6751381,1,1,1,0,0,3
4586405595,node,Gojumong,restaurant,korean,Mo-Su 11:30-22:30,+62317343690,,,,-7.281296,112.6842415,1,1,0,0,0,2
4599296030,node,Mediterraneo Surabaya,restaurant,,,,,,,-7.2813089,112.6995054,0,0,0,0,0,0
4599296300,node,GatherInc.,cafe,bistro;bakery,"Mo-Fr 10:00-22:00; Sa, Su 10:00-23:00",+623199019881,http://gatherinc-bistro.com/,no,,-7.2781639,112.6454351,1,1,1,0,0,3
4599296390,node,Yoyogi,restaurant,,Mo-Su 11:00-22:00,+62 31 51907755,,,,-7.2907063,112.6550767,1,1,0,0,0,2
4599296391,node,Sederhana,restaurant,indonesian;padang,Mo-Su 08:00-23:00,+62-31-7419343,,,,-7.2860825,112.6557514,1,1,0,0,0,2
4601097829,node,Philip's coffee,cafe,,Tu-Su 09:00-21:00,+62 31 7321507,,,,-7.2930653,112.6765087,1,1,0,0,0,2
4601097830,node,Ohana,cafe,,,,,,,-7.2927503,112.6765905,0,0,0,0,0,0
4601097831,node,Gangnam,restaurant,korean,Mo-Su 11:00-22:00,+62 31 7385176,,,,-7.2926751,112.6766104,1,1,0,0,0,2
4601097893,node,Holycow,restaurant,steak_house;steak;western,Mo-Su 11:00-22:00,,https://holycowsteak.com,,,-7.2921578,112.6764684,1,0,1,0,0,2
4601097895,node,Wei xiao,restaurant,chinese,Mo-Th 10:00-22:00; Fr-Su 10:00-23:00,+6283854190088,http://www.loveweixiao.com/,yes,yes,-7.2932545,112.6762377,1,1,1,1,1,5
4601097898,node,Elizabeth James,cafe,international;chinese,Mo-Su 10:30-22:00,+62317386789,,,,-7.293926,112.6768816,1,1,0,0,0,2
4643638686,node,Yôkosa,restaurant,japanese,"Tu-Su 11:00-15:00, 17:00-22:00",+62 851 002 678 76,https://www.instagram.com/yokosoresto,,,-7.2916907,112.6550141,1,1,1,0,0,3
4644446889,node,depot BAMARA,restaurant,,,,,,,-7.241491,112.7206669,0,0,0,0,0,0
4682726961,node,Little kitchen,restaurant,,Mo-Su 10:00-00:00,+62317345450,,,,-7.2827146,112.6869349,1,1,0,0,0,2
4683416090,node,Loco,restaurant,,,,,,,-7.2633016,112.7517051,0,0,0,0,0,0
4701193190,node,Coffee Estatindo,cafe,,Mo-Su 10:00-23:00,,,,,-7.3125985,112.7804403,1,0,0,0,0,1
4715001790,node,Platinum grill,restaurant,european;steak;grill,Tu-Su 18:00-23:00,+62317388990,http://www.theplatinumgrill.com/,,,-7.2916977,112.6858799,1,1,1,0,0,3
4723341393,node,Burger King,fast_food,burger,Mo-Su 10:00-22:00,,http://burgerking.id/,,yes,-7.2892661,112.6760884,1,0,1,0,1,3
4723341394,node,Pizza Hut,restaurant,pizza,Mo-Su 10:00-22:00,+628113249115,https://www.pizzahut.co.id/lokasi/supermall-pakuwon-indah,,yes,-7.2887244,112.6760987,1,1,1,0,1,4
4723341396,node,Starbucks,cafe,coffee_shop,Mo-Su 10:00-22:00,,,,yes,-7.2899163,112.6755586,1,0,0,0,1,2
4723346628,node,KFC,fast_food,chicken,Mo-Su 10:00-22:00,,https://kfcku.com/,,yes,-7.2893877,112.6759727,1,0,1,0,1,3
4745225123,node,Coyote,cafe,,,,,,,-7.2635586,112.7399021,0,0,0,0,0,0
4745225124,node,Bebek sinjay,restaurant,,,,,,,-7.2583791,112.7326422,0,0,0,0,0,0
4746176616,node,Supresso,cafe,,,,https://www.supresso.com/,,,-7.2933376,112.6752333,0,0,1,0,0,1
4746184765,node,Carl's Jr.,fast_food,burger,Mo-Su 08:00-00:00,+623199423441,https://carlsjr.co.id/,,yes,-7.2953124,112.6760191,1,1,1,0,1,4
4746184767,node,Kabinet,cafe,,Mo-Su 08:00-22:00,,https://kabinetcoffee.com/,,,-7.2961875,112.6750664,1,0,1,0,0,2
